Device,iPhone,model,iPhone,version,10.3.3,AppVersion,2.7.6
Year,2020,Month,5,Day,24,Hour,0,Minute,0,Second,0,BatteryUsage, n/a
comments
File created by Mio Go v2.7.6 iPhone App.
sensor,present,smrec,zeroavg,model
pwr,no,no,no,n/a
spd,no,no,no,n/a
cad,no,no,no,n/a
hr,yes,no,no,n/a
footpod,no,no,no,n/a
gps,no,no,no,n/a
workout,starttime,runningtime,spdavg,hravg,manualdist
Y,2020-05-24 00:08:48 +0000,20518,0.000000,146,52
interval,starttime,runningtime,spdavg,hravg,manualdist
1,2020-05-24 00:08:48 +0000,20518,0.000000,146,52
time(seconds),hr_heartrate(1s),calories(12s),step_data(60s),manual_dist(12s),interval,pace_data(12s),speed_data(12s)
1,81,0,0,0,1,0,0
2,81,0,0,0,1,0,0
3,81,0,0,0,1,0,0
4,81,0,0,0,1,0,0
5,81,0,0,0,1,0,0
6,81,0,0,0,1,0,0
7,81,0,0,0,1,0,0
8,82,0,0,0,1,0,0
9,82,0,0,0,1,0,0
10,82,0,0,0,1,0,0
11,85,0,0,0,1,0,0
12,86,0,0,0,1,0,0.00, 
13,86,0,0,0,1,0,0.00, 
14,87,0,0,0,1,0,0.00, 
15,88,0,0,0,1,0,0.00, 
16,88,0,0,0,1,0,0.00, 
17,88,0,0,0,1,0,0.00, 
18,92,0,0,0,1,0,0.00, 
19,96,0,0,0,1,0,0.00, 
20,99,0,0,0,1,0,0.00, 
21,100,0,0,0,1,0,0.00, 
22,103,0,0,0,1,0,0.00, 
23,103,0,0,0,1,0,0.00, 
24,105,1,0,0,1,0,0.00, 
25,105,0,0,0,1,0,0.00, 
26,105,0,0,0,1,0,0.00, 
27,106,0,0,0,1,0,0.00, 
28,106,0,0,0,1,0,0.00, 
29,94,0,0,0,1,0,0.00, 
30,91,0,0,0,1,0,0.00, 
31,89,0,0,0,1,0,0.00, 
32,89,0,0,0,1,0,0.00, 
33,89,0,0,0,1,0,0.00, 
34,88,0,0,0,1,0,0.00, 
35,87,0,0,0,1,0,0.00, 
36,87,1,0,0,1,0,0.00, 
37,87,0,0,0,1,0,0.00, 
38,87,0,0,0,1,0,0.00, 
39,87,0,0,0,1,0,0.00, 
40,86,0,0,0,1,0,0.00, 
41,85,0,0,0,1,0,0.00, 
42,84,0,0,0,1,0,0.00, 
43,84,0,0,0,1,0,0.00, 
44,85,0,0,0,1,0,0.00, 
45,86,0,0,0,1,0,0.00, 
46,87,0,0,0,1,0,0.00, 
47,87,0,0,0,1,0,0.00, 
48,86,1,0,0,1,0,0.00, 
49,85,0,0,0,1,0,0.00, 
50,85,0,0,0,1,0,0.00, 
51,84,0,0,0,1,0,0.00, 
52,83,0,0,0,1,0,0.00, 
53,81,0,0,0,1,0,0.00, 
54,81,0,0,0,1,0,0.00, 
55,80,0,0,0,1,0,0.00, 
56,80,0,0,0,1,0,0.00, 
57,80,0,0,0,1,0,0.00, 
58,82,0,0,0,1,0,0.00, 
59,83,0,0,0,1,0,0.00, 
60,84,1,0,0,1,0,0.00, 
61,87,0,0,0,1,0,0.00, 
62,91,0,0,0,1,0,0.00, 
63,94,0,0,0,1,0,0.00, 
64,98,0,0,0,1,0,0.00, 
65,101,0,0,0,1,0,0.00, 
66,102,0,0,0,1,0,0.00, 
67,102,0,0,0,1,0,0.00, 
68,102,0,0,0,1,0,0.00, 
69,102,0,0,0,1,0,0.00, 
70,102,0,0,0,1,0,0.00, 
71,103,0,0,0,1,0,0.00, 
72,103,1,0,0,1,0,0.00, 
73,103,0,0,0,1,0,0.00, 
74,103,0,0,0,1,0,0.00, 
75,104,0,0,0,1,0,0.00, 
76,106,0,0,0,1,0,0.00, 
77,106,0,0,0,1,0,0.00, 
78,106,0,0,0,1,0,0.00, 
79,107,0,0,0,1,0,0.00, 
80,108,0,0,0,1,0,0.00, 
81,109,0,0,0,1,0,0.00, 
82,111,0,0,0,1,0,0.00, 
83,112,0,0,0,1,0,0.00, 
84,112,1,0,0,1,0,0.00, 
85,112,0,0,0,1,0,0.00, 
86,112,0,0,0,1,0,0.00, 
87,112,0,0,0,1,0,0.00, 
88,112,0,0,0,1,0,0.00, 
89,112,0,0,0,1,0,0.00, 
90,112,0,0,0,1,0,0.00, 
91,113,0,0,0,1,0,0.00, 
92,113,0,0,0,1,0,0.00, 
93,114,0,0,0,1,0,0.00, 
94,115,0,0,0,1,0,0.00, 
95,116,0,0,0,1,0,0.00, 
96,116,2,0,0,1,0,0.00, 
97,115,0,0,0,1,0,0.00, 
98,115,0,0,0,1,0,0.00, 
99,115,0,0,0,1,0,0.00, 
100,109,0,0,0,1,0,0.00, 
101,107,0,0,0,1,0,0.00, 
102,105,0,0,0,1,0,0.00, 
103,102,0,0,0,1,0,0.00, 
104,101,0,0,0,1,0,0.00, 
105,100,0,0,0,1,0,0.00, 
106,99,0,0,0,1,0,0.00, 
107,97,0,0,0,1,0,0.00, 
108,97,1,0,0,1,0,0.00, 
109,98,0,0,0,1,0,0.00, 
110,96,0,0,0,1,0,0.00, 
111,96,0,0,0,1,0,0.00, 
112,95,0,0,0,1,0,0.00, 
113,95,0,0,0,1,0,0.00, 
114,95,0,0,0,1,0,0.00, 
115,95,0,0,0,1,0,0.00, 
116,95,0,0,0,1,0,0.00, 
117,94,0,0,0,1,0,0.00, 
118,93,0,0,0,1,0,0.00, 
119,93,0,0,0,1,0,0.00, 
120,92,1,0,0,1,0,0.00, 
121,92,0,0,0,1,0,0.00, 
122,92,0,0,0,1,0,0.00, 
123,92,0,0,0,1,0,0.00, 
124,92,0,0,0,1,0,0.00, 
125,91,0,0,0,1,0,0.00, 
126,91,0,0,0,1,0,0.00, 
127,91,0,0,0,1,0,0.00, 
128,91,0,0,0,1,0,0.00, 
129,91,0,0,0,1,0,0.00, 
130,91,0,0,0,1,0,0.00, 
131,92,0,0,0,1,0,0.00, 
132,97,1,0,0,1,0,0.00, 
133,102,0,0,0,1,0,0.00, 
134,104,0,0,0,1,0,0.00, 
135,105,0,0,0,1,0,0.00, 
136,105,0,0,0,1,0,0.00, 
137,103,0,0,0,1,0,0.00, 
138,102,0,0,0,1,0,0.00, 
139,101,0,0,0,1,0,0.00, 
140,101,0,0,0,1,0,0.00, 
141,101,0,0,0,1,0,0.00, 
142,101,0,0,0,1,0,0.00, 
143,102,0,0,0,1,0,0.00, 
144,103,2,0,0,1,0,0.00, 
145,103,0,0,0,1,0,0.00, 
146,104,0,0,0,1,0,0.00, 
147,104,0,0,0,1,0,0.00, 
148,104,0,0,0,1,0,0.00, 
149,104,0,0,0,1,0,0.00, 
150,104,0,0,0,1,0,0.00, 
151,104,0,0,0,1,0,0.00, 
152,104,0,0,0,1,0,0.00, 
153,105,0,0,0,1,0,0.00, 
154,105,0,0,0,1,0,0.00, 
155,105,0,0,0,1,0,0.00, 
156,106,1,0,0,1,0,0.00, 
157,105,0,0,0,1,0,0.00, 
158,105,0,0,0,1,0,0.00, 
159,105,0,0,0,1,0,0.00, 
160,105,0,0,0,1,0,0.00, 
161,105,0,0,0,1,0,0.00, 
162,105,0,0,0,1,0,0.00, 
163,105,0,0,0,1,0,0.00, 
164,104,0,0,0,1,0,0.00, 
165,104,0,0,0,1,0,0.00, 
166,103,0,0,0,1,0,0.00, 
167,103,0,0,0,1,0,0.00, 
168,103,1,0,0,1,0,0.00, 
169,103,0,0,0,1,0,0.00, 
170,103,0,0,0,1,0,0.00, 
171,104,0,0,0,1,0,0.00, 
172,105,0,0,0,1,0,0.00, 
173,105,0,0,0,1,0,0.00, 
174,104,0,0,0,1,0,0.00, 
175,103,0,0,0,1,0,0.00, 
176,103,0,0,0,1,0,0.00, 
177,103,0,0,0,1,0,0.00, 
178,104,0,0,0,1,0,0.00, 
179,106,0,0,0,1,0,0.00, 
180,106,2,0,0,1,0,0.00, 
181,106,0,0,0,1,0,0.00, 
182,106,0,0,0,1,0,0.00, 
183,106,0,0,0,1,0,0.00, 
184,107,0,0,0,1,0,0.00, 
185,107,0,0,0,1,0,0.00, 
186,107,0,0,0,1,0,0.00, 
187,108,0,0,0,1,0,0.00, 
188,109,0,0,0,1,0,0.00, 
189,109,0,0,0,1,0,0.00, 
190,110,0,0,0,1,0,0.00, 
191,110,0,0,0,1,0,0.00, 
192,111,1,0,0,1,0,0.00, 
193,111,0,0,0,1,0,0.00, 
194,111,0,0,0,1,0,0.00, 
195,112,0,0,0,1,0,0.00, 
196,112,0,0,0,1,0,0.00, 
197,112,0,0,0,1,0,0.00, 
198,112,0,0,0,1,0,0.00, 
199,113,0,0,0,1,0,0.00, 
200,113,0,0,0,1,0,0.00, 
201,113,0,0,0,1,0,0.00, 
202,114,0,0,0,1,0,0.00, 
203,115,0,0,0,1,0,0.00, 
204,115,2,0,0,1,0,0.00, 
205,116,0,0,0,1,0,0.00, 
206,118,0,0,0,1,0,0.00, 
207,118,0,0,0,1,0,0.00, 
208,120,0,0,0,1,0,0.00, 
209,122,0,0,0,1,0,0.00, 
210,123,0,0,0,1,0,0.00, 
211,124,0,0,0,1,0,0.00, 
212,123,0,0,0,1,0,0.00, 
213,122,0,0,0,1,0,0.00, 
214,117,0,0,0,1,0,0.00, 
215,115,0,0,0,1,0,0.00, 
216,115,2,0,0,1,0,0.00, 
217,114,0,0,0,1,0,0.00, 
218,114,0,0,0,1,0,0.00, 
219,113,0,0,0,1,0,0.00, 
220,113,0,0,0,1,0,0.00, 
221,113,0,0,0,1,0,0.00, 
222,113,0,0,0,1,0,0.00, 
223,113,0,0,0,1,0,0.00, 
224,113,0,0,0,1,0,0.00, 
225,113,0,0,0,1,0,0.00, 
226,113,0,0,0,1,0,0.00, 
