Device,iPhone,model,iPhone,version,10.3.3,AppVersion,2.7.6
Year,2020,Month,5,Day,23,Hour,0,Minute,0,Second,0,BatteryUsage, n/a
comments
File created by Mio Go v2.7.6 iPhone App.
sensor,present,smrec,zeroavg,model
pwr,no,no,no,n/a
spd,no,no,no,n/a
cad,no,no,no,n/a
hr,yes,no,no,n/a
footpod,no,no,no,n/a
gps,no,no,no,n/a
workout,starttime,runningtime,spdavg,hravg,manualdist
Y,2020-05-22 22:12:56 +0000,3386,0.000000,153,0
interval,starttime,runningtime,spdavg,hravg,manualdist
1,2020-05-22 22:12:56 +0000,3386,0.000000,153,0
time(seconds),hr_heartrate(1s),calories(12s),step_data(60s),manual_dist(12s),interval,pace_data(12s),speed_data(12s)
1,119,0,0,0,1,0,0
2,119,0,0,0,1,0,0
3,119,0,0,0,1,0,0
4,121,0,0,0,1,0,0
5,122,0,0,0,1,0,0
6,122,0,0,0,1,0,0
7,121,0,0,0,1,0,0
8,121,0,0,0,1,0,0
9,120,0,0,0,1,0,0
10,120,0,0,0,1,0,0
11,120,0,0,0,1,0,0
12,119,1,0,0,1,0,0.00, 
13,118,0,0,0,1,0,0.00, 
14,119,0,0,0,1,0,0.00, 
15,119,0,0,0,1,0,0.00, 
16,119,0,0,0,1,0,0.00, 
17,120,0,0,0,1,0,0.00, 
18,120,0,0,0,1,0,0.00, 
19,119,0,0,0,1,0,0.00, 
20,119,0,0,0,1,0,0.00, 
21,119,0,0,0,1,0,0.00, 
22,119,0,0,0,1,0,0.00, 
23,119,0,0,0,1,0,0.00, 
24,119,2,0,0,1,0,0.00, 
25,118,0,0,0,1,0,0.00, 
26,118,0,0,0,1,0,0.00, 
27,118,0,0,0,1,0,0.00, 
28,118,0,0,0,1,0,0.00, 
29,118,0,0,0,1,0,0.00, 
30,118,0,0,0,1,0,0.00, 
31,118,0,0,0,1,0,0.00, 
32,118,0,0,0,1,0,0.00, 
33,119,0,0,0,1,0,0.00, 
34,119,0,0,0,1,0,0.00, 
35,119,0,0,0,1,0,0.00, 
36,119,2,0,0,1,0,0.00, 
37,119,0,0,0,1,0,0.00, 
38,119,0,0,0,1,0,0.00, 
39,118,0,0,0,1,0,0.00, 
40,116,0,0,0,1,0,0.00, 
41,115,0,0,0,1,0,0.00, 
42,115,0,0,0,1,0,0.00, 
43,115,0,0,0,1,0,0.00, 
44,115,0,0,0,1,0,0.00, 
45,115,0,0,0,1,0,0.00, 
46,115,0,0,0,1,0,0.00, 
47,115,0,0,0,1,0,0.00, 
48,115,2,0,0,1,0,0.00, 
49,115,0,0,0,1,0,0.00, 
50,115,0,0,0,1,0,0.00, 
51,116,0,0,0,1,0,0.00, 
52,117,0,0,0,1,0,0.00, 
53,119,0,0,0,1,0,0.00, 
54,119,0,0,0,1,0,0.00, 
55,118,0,0,0,1,0,0.00, 
56,117,0,0,0,1,0,0.00, 
57,117,0,0,0,1,0,0.00, 
58,117,0,0,0,1,0,0.00, 
59,118,0,0,0,1,0,0.00, 
60,118,1,0,0,1,0,0.00, 
61,117,0,0,0,1,0,0.00, 
62,117,0,0,0,1,0,0.00, 
63,117,0,0,0,1,0,0.00, 
64,117,0,0,0,1,0,0.00, 
65,118,0,0,0,1,0,0.00, 
66,119,0,0,0,1,0,0.00, 
67,119,0,0,0,1,0,0.00, 
68,119,0,0,0,1,0,0.00, 
69,119,0,0,0,1,0,0.00, 
70,118,0,0,0,1,0,0.00, 
71,117,0,0,0,1,0,0.00, 
72,112,2,0,0,1,0,0.00, 
73,111,0,0,0,1,0,0.00, 
74,111,0,0,0,1,0,0.00, 
75,111,0,0,0,1,0,0.00, 
76,111,0,0,0,1,0,0.00, 
77,110,0,0,0,1,0,0.00, 
78,110,0,0,0,1,0,0.00, 
79,110,0,0,0,1,0,0.00, 
80,111,0,0,0,1,0,0.00, 
81,111,0,0,0,1,0,0.00, 
82,111,0,0,0,1,0,0.00, 
83,111,0,0,0,1,0,0.00, 
84,111,2,0,0,1,0,0.00, 
85,111,0,0,0,1,0,0.00, 
86,111,0,0,0,1,0,0.00, 
87,111,0,0,0,1,0,0.00, 
88,111,0,0,0,1,0,0.00, 
89,109,0,0,0,1,0,0.00, 
90,109,0,0,0,1,0,0.00, 
91,109,0,0,0,1,0,0.00, 
92,108,0,0,0,1,0,0.00, 
