(datetime.datetime(2020, 5, 24, 0, 8, 48), 81)
(datetime.datetime(2020, 5, 24, 0, 8, 49), 81)
(datetime.datetime(2020, 5, 24, 0, 8, 50), 81)
(datetime.datetime(2020, 5, 24, 0, 8, 51), 81)
(datetime.datetime(2020, 5, 24, 0, 8, 52), 81)
(datetime.datetime(2020, 5, 24, 0, 8, 53), 81)
(datetime.datetime(2020, 5, 24, 0, 8, 54), 81)
(datetime.datetime(2020, 5, 24, 0, 8, 55), 82)
(datetime.datetime(2020, 5, 24, 0, 8, 56), 82)
(datetime.datetime(2020, 5, 24, 0, 8, 57), 82)
(datetime.datetime(2020, 5, 24, 0, 8, 58), 85)
(datetime.datetime(2020, 5, 24, 0, 8, 59), 86)
(datetime.datetime(2020, 5, 24, 0, 9), 86)
(datetime.datetime(2020, 5, 24, 0, 9, 1), 87)
(datetime.datetime(2020, 5, 24, 0, 9, 2), 88)
(datetime.datetime(2020, 5, 24, 0, 9, 3), 88)
(datetime.datetime(2020, 5, 24, 0, 9, 4), 88)
(datetime.datetime(2020, 5, 24, 0, 9, 5), 92)
(datetime.datetime(2020, 5, 24, 0, 9, 6), 96)
(datetime.datetime(2020, 5, 24, 0, 9, 7), 99)
(datetime.datetime(2020, 5, 24, 0, 9, 8), 100)
(datetime.datetime(2020, 5, 24, 0, 9, 9), 103)
(datetime.datetime(2020, 5, 24, 0, 9, 10), 103)
(datetime.datetime(2020, 5, 24, 0, 9, 11), 105)
(datetime.datetime(2020, 5, 24, 0, 9, 12), 105)
(datetime.datetime(2020, 5, 24, 0, 9, 13), 105)
(datetime.datetime(2020, 5, 24, 0, 9, 14), 106)
(datetime.datetime(2020, 5, 24, 0, 9, 15), 106)
(datetime.datetime(2020, 5, 24, 0, 9, 16), 94)
(datetime.datetime(2020, 5, 24, 0, 9, 17), 91)
(datetime.datetime(2020, 5, 24, 0, 9, 18), 89)
(datetime.datetime(2020, 5, 24, 0, 9, 19), 89)
(datetime.datetime(2020, 5, 24, 0, 9, 20), 89)
(datetime.datetime(2020, 5, 24, 0, 9, 21), 88)
(datetime.datetime(2020, 5, 24, 0, 9, 22), 87)
(datetime.datetime(2020, 5, 24, 0, 9, 23), 87)
(datetime.datetime(2020, 5, 24, 0, 9, 24), 87)
(datetime.datetime(2020, 5, 24, 0, 9, 25), 87)
(datetime.datetime(2020, 5, 24, 0, 9, 26), 87)
(datetime.datetime(2020, 5, 24, 0, 9, 27), 86)
(datetime.datetime(2020, 5, 24, 0, 9, 28), 85)
(datetime.datetime(2020, 5, 24, 0, 9, 29), 84)
(datetime.datetime(2020, 5, 24, 0, 9, 30), 84)
(datetime.datetime(2020, 5, 24, 0, 9, 31), 85)
(datetime.datetime(2020, 5, 24, 0, 9, 32), 86)
(datetime.datetime(2020, 5, 24, 0, 9, 33), 87)
(datetime.datetime(2020, 5, 24, 0, 9, 34), 87)
(datetime.datetime(2020, 5, 24, 0, 9, 35), 86)
(datetime.datetime(2020, 5, 24, 0, 9, 36), 85)
(datetime.datetime(2020, 5, 24, 0, 9, 37), 85)
(datetime.datetime(2020, 5, 24, 0, 9, 38), 84)
(datetime.datetime(2020, 5, 24, 0, 9, 39), 83)
